comentario,sentimento
estive presente no hopi hari dia acompanhado de meus pais e irmãos o que tinha para ser um dia feliz no país mais divertido do mundo acabou se tornando um problema após andarmos na montezum após a primeira queda do brinquedo minha mãe sentiu uma forte pancada na região abaixo do peito causada pela trepidação em excesso que o brinquedo está causando nos últimos anos que deve ser investigada e corrigida para evitar novos acidentes foi necessário a retirada dela através de maca e ambulância e encarregada ao sav onde a primeira analise da médica do parque não se observou fraturas foi indicado um encaminhamento ao hospital porém não foi aceito pela minha mãe que no momento pensou ser dor causada pela pancada que foi aliviada através da medicação de tramal porém no dia a encaminhamos para o hospital aqui da cidade por ela estar alegando ainda fortes dores através de exames de raiox observouse que realmente se teve a fratura de costela no lado direito do peito o atendimento médico e retirada do brinquedo foi rápido tivemos um correto auxilio porém necessitase urgente uma reforma para diminuir o tremor que o brinquedo está causando porém o parque não faz o mesmo pois afastaria o publico e diminuiria o publico com a atração âncora fechadaoutro ponto a se detalhar em falta de segurança foi que enquanto retiravam minha mãe do brinquedo os funcionários localizaram um parafuso solto em um dos carrinhos porém não vi o desfecho do parafuso para poder estar acompanhando a ambulânciao parque todo foi reformado está muito bom mas precisa urgente de uma reforma na montezum para garantir a segurança dos que ali frequentamdepois de tantos anos avaliando com estrelas o parque infelizmente tivemos essa falta de segurança tenho de vir a avaliar baixoespero ter um retorno do parque,0
após anos ontem sexta voltei no hopi hari e o passeio foi maravilhoso para fechar as férias escolares o parque estava bem tranquilo não pegamos nenhuma fila talvez em fins de semana tenha além dos brinquedos radicais para adultos e crianças maiores há várias opções para os tikitos os meus adoraram área temática dos looney tunes e liga da justiça e agora em julho tinham eventos temáticos férias spetakularis e volta ao mundo com apresentações ao longo do dia ótima dica de passeio para as famílias mesmo com crianças pequenas e crianças com menos de metro não pagam idosos acima de tb não ainda pegamos uma promoção de uma criança até anos grátis na companhia de adulto pagante,1
foi bem legal mais tem brinquedos que e só para pessoas corajosas mesmo senti muito medo em alguns meu marido por ter metros teve muito brinquedo que não coube as pernas dele e não deu pra fechar as travas comidas dentro do parque cara comprei um churros que tava bem ruim parece que pode levar de casa próxima vez irei levar mais em partes brinquedos esta bem cuidados e no dia que eu fui a fila não estava tão grande foi divertido já ia me esquecendo quando vc passa mal vc só faz um x com o braço e os brinquedos que da eles para,1
adoramos o parque está muito bonito e divertido além de bem organizado o funcionários são muito atenciosos,1
já estive vezes no parque na primeira vez foi quando o parque era recém inaugurado e na segunda vez foi muitos anos depois na primeira vez o parque era bem mais completo já a começar pelo horário aberto ao público que ia até a noite não me lembro o horário exato mas se encerrava entre hrs e hrs e tinha queima de fogos todos os dias no encerramento na abertura tinha um hino que era tocado por uma fanfarra com todos a caráter mas o parque continua muito bom e ao lado do berto carrero são parques imperdíveis de serem visitados cada um com as suas qualidades como o parque aquático wet n wild fica ao lado do hopi hari é legal se programar para ir em ambos desde que não seja na época do inverno,1
voltei ao parque depois de anos e me surpreendisem filas tudo funcionando com exceção da torre consegui ir em todos os brinquedos e a hora do horror foi um show adoreios funcionários prestativos e sorridentes e o parque estava impecável limpo tudo okinfelizmente eles cobram um valor de ingresso caro a comida lá também o valor do estacionamento é absurdo e isso faz com que esteja praticamente às moscas eu contei e tinham míseros ônibus de excursão ontem e os carros não preenchiam nem do estacionamento é de dar dó mas fora isso eu realmente acho que o parque esteja muito melhor talvez uma coisa ou outra precise de manutenção e pintura está um tanto quanto velho mas pra mim não incomodouvoltarei com amigos com certeza,1
o parque conta com atrações para todas as idades muitas lanchonetes e lojas está passando por uma renovação e tende a voltar a ser o mesmo que já foi nos anos de glória,1
fui em março ao hopi harisou fã de parquesgosto muito do hopi hari e ele esta sendo melhorado absurdamente nos últimos temposuma coisa muito chata e bem ruim do parque são as paradas técnicas constantemente e pausa dos brinquedos em tempo de chuvacomida razoável hambúrgueratendimento não tive problemas sinalização normal boaatendimento normalrecomendo o parqueesta tendo e vindo muitos eventos bacanas por airecomendo,0
ontem estivemos no parque hopi hari e fiquei surpresa com a falta de organização na entrada do parque chegamos por volta das h e já havia uma fila enorme na lateral do estacionamento essa fila era para passar pela revista de bolsas e mochilas a qual estou de acordo achei um absurdo uma fila enorme e sem funcionários para orientar para que seria a fila muitos estavam nesta fila sem bolsas e mochilas outra coisa absurda duas pessoas apenas para fazer a revista de bolsas e mochilas em pleno sabadão de férias depois da revista de bolsas passamos por mais três filas uma para retirada de bilhetes de estudantes outra para retirada de cortesia e depois outra enorme para entrada e para minha surpresa a fila de prioridade foi mais demorada do que a normal achei uma tremenda falta de respeito com os clientes falta de funcionários e o valor do passaporte absurdo de caro,0
melhor dia da minha vida dei muitas risadas e fui em todos os brinquedos tudo sem filas demoradas e tudo muito lindo e limpo,1
estive no hopi hari quando eu tinha uns anos foi antes de acontecer aquele acidente trágico no elevador e o parque tinha vários problemas filas enormes e tudo mais depois de ganhar uma cortesia da empresa que trabalho resolvi dar uma segunda chance esse ano e valeu super a pena o parque limitou a quantidade de visitantes por dia e isso impacta diretamente nas filas que não estão mais insuportavelmente demoradas é claro que elas existem mas o tempo de espera é bem menor os brinquedos passam segurança estão bem cuidados e todo o espaço está com a manutenção em dia são várias atrações eu meu namorado e os irmãos dele de e anos nos divertimos muito recomendo,1
fui hoje ao parque e consegui aproveitar bastante as filas estavam pequenas e rápidas sobre a alimentação no parque eu achei bem fraco não vale o valor cobrado agora um ponto bastante sério é sobre a montanharussa de madeira primeiro que não tem onde a pessoa se segurar segundo que está machucando bastante sai com dores nas costas braço machucado e dedo machucado por falta de lugar apropriado pra segurar e tive que me virar nos trinta ali pra não acontecer coisa pior e além de mim vi varias pessoas saindo e reclamando que se machucaram também acho que deveriam arrumar a questão da segurança dos carrinhos por ser uma montanha russa muito radical as pessoas deveriam ser presas em cima também e não só em baixo isso ajudaria a garantir a segurança e conforto,1
na gestão do jose davi era nota habitaris animados e sempre cordiaisagora estão mau humorados precionados por uma gestão sangue suga que esta demitindo funcionarios e obrigando eles a aceitarem condições ruinsessa gestão parou a reforma da torre eifel paraou a negociação de uma nova montanha russaestão jogando no lixo todo trabalho do presidanvolta jose davi,0
ontem foi a primeira vez que fui ao local lugar é mágico me fez lembrar a época que ia ao playcenter na minha adolescência todos os brinquedos estavam funcionando tinha filas mas a espera não foi longa e foi bem organizado tem toldos em grande parte dos lugares protegendo de ficar embaixo do sol por muito tempo aproveitei bem o dia e consegui ir em todos os brinquedos radicais e em alguns infantis o único que não consegui ir foi o chapeu mexicano trukes de pinguin pois meu quadril não coube no assento estreito tem diversidade no quesito alimentação e pode levar comida e bebida de fora revista de mochilas e bolsas é bem rígida lugar não pode entrar com objetos pontiagudos latas desosorantes perfumes guardachuvas etc assisti o show dos habitares na entrada do parque muito organizado e bonito super recomendo o local e retornarei mais vezes,1
